id,name,type,prompt,negative_prompt,model,width,height,guidance,sd_seed,outputs,filename,gen_id,image_url,thumb_url,drive_url
hero_irik_sharru,Irik Sharru,hero,"Irik Sharru — Hybrid hero, rogue; signature: Shardcloak — refracted stealth. 3/4 bust, subject centered, clean headroom for circular crop; Mesopotamian blue–gold palette, ornate bronze/lapis accents; painterly concept art, soft rim light, neutral backdrop","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1016568175,1,hero_irik_sharru.png,,,,
hero_nammu_siltarun,Nammu Siltarun,hero,"Nammu Siltarun — Hybrid hero, healer; signature: Brine Veil — heal allies, corrode foes. 3/4 bust, subject centered, clean headroom for circular crop; Mesopotamian blue–gold palette, ornate bronze/lapis accents; painterly concept art, soft rim light, neutral backdrop","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1821259739,1,hero_nammu_siltarun.png,,,,
hero_shulgi_maerun,Shulgi Maerun,hero,"Shulgi Maerun — Hybrid hero, tank/leader; signature: Sun Audit — radiant audit zone. 3/4 bust, subject centered, clean headroom for circular crop; Mesopotamian blue–gold palette, ornate bronze/lapis accents; painterly concept art, soft rim light, neutral backdrop","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,487254428,1,hero_shulgi_maerun.png,,,,
cre_crystal_basilisk,Crystal Basilisk,creature,"Crystal Basilisk — nibiru grunt, ambusher pose. Abilities: Petrifying gaze; Shard strike. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1416717730,1,cre_crystal_basilisk.png,,,,
cre_oath_ghoul,Oath Ghoul,creature,"Oath Ghoul — nibiru oath-bound horror, grappler pose. Abilities: Oath lash; Draining bite. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1051469601,1,cre_oath_ghoul.png,,,,
cre_chain_wraith,Chain Wraith,creature,"Chain Wraith — nibiru oath-bound horror, control spirit pose. Abilities: Chain drag; Soul snare. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,407782451,1,cre_chain_wraith.png,,,,
cre_glyph_shade,Glyph Shade,creature,"Glyph Shade — nibiru oath-bound horror, caster ghost pose. Abilities: Glyph curse; Spirit bolt. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,600945643,1,cre_glyph_shade.png,,,,
cre_ash_phantom,Ash Phantom,creature,"Ash Phantom — nibiru oath-bound horror, spectral ambusher pose. Abilities: Ash strike; Smoke vanish. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,539146948,1,cre_ash_phantom.png,,,,
cre_halo_wraith,Halo Wraith,creature,"Halo Wraith — nibiru oath-bound horror, debuff spirit pose. Abilities: Halo curse; Radiant lash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,57562651,1,cre_halo_wraith.png,,,,
cre_crystal_rat,Crystal Rat,creature,"Crystal Rat — nibiru vermin, swarm pose. Abilities: Bite swarm; Shard burst. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,216036758,1,cre_crystal_rat.png,,,,
cre_ash_beetle,Ash Beetle,creature,"Ash Beetle — nibiru vermin, exploder pose. Abilities: Ember burst; Ash spray. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1196165153,1,cre_ash_beetle.png,,,,
cre_void_tick,Void Tick,creature,"Void Tick — nibiru vermin, grappler pose. Abilities: Void drain; Latch strike. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1987607713,1,cre_void_tick.png,,,,
cre_golden_scarab,Golden Scarab,creature,"Golden Scarab — nibiru vermin, swarm pose. Abilities: Swarm bite; Gold dust cloud. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1762469302,1,cre_golden_scarab.png,,,,
cre_rune_spider,Rune Spider,creature,"Rune Spider — nibiru vermin, ambusher pose. Abilities: Rune web; Curse bite. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1636876954,1,cre_rune_spider.png,,,,
cre_rune_mechanist,Rune Mechanist,creature,"Rune Mechanist — nibiru engineer, artificer pose. Abilities: Rune drone; Glyph trap. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,933303157,1,cre_rune_mechanist.png,,,,
cre_crystal_artificer,Crystal Artificer,creature,"Crystal Artificer — nibiru engineer, artificer pose. Abilities: Crystal drone; Shard blast. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,837954173,1,cre_crystal_artificer.png,,,,
cre_obsidian_tinker,Obsidian Tinker,creature,"Obsidian Tinker — nibiru engineer, trap setter pose. Abilities: Obsidian trap; Shard mines. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,775044450,1,cre_obsidian_tinker.png,,,,
cre_ash_weaver,Ash Weaver,creature,"Ash Weaver — nibiru hybrid, hybrid caster pose. Abilities: Ash wave; Flame ward. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,2025410260,1,cre_ash_weaver.png,,,,
cre_blood_sculptor,Blood Sculptor,creature,"Blood Sculptor — nibiru hybrid, hybrid caster pose. Abilities: Flesh summon; Bleed lash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,33344390,1,cre_blood_sculptor.png,,,,
cre_rune_mystic,Rune Mystic,creature,"Rune Mystic — nibiru hybrid, hybrid caster pose. Abilities: Rune storm; Crystal guard. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,713042732,1,cre_rune_mystic.png,,,,
cre_void_binder,Void Binder,creature,"Void Binder — nibiru hybrid, controller pose. Abilities: Void lash; Chain bind. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1566925281,1,cre_void_binder.png,,,,
cre_halo_mystic,Halo Mystic,creature,"Halo Mystic — nibiru hybrid, support hybrid pose. Abilities: Halo hymn; Radiant strike. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1765726563,1,cre_halo_mystic.png,,,,
cre_dream_seer,Dream Seer,creature,"Dream Seer — nibiru advanced specialist, dream caster pose. Abilities: Dream curse; Sleep lash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,476397484,1,cre_dream_seer.png,,,,
cre_glyph_scribe,Glyph Scribe,creature,"Glyph Scribe — nibiru advanced specialist, rune caster pose. Abilities: Glyph storm; Law script. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1749704309,1,cre_glyph_scribe.png,,,,
cre_the_oath_titan,The Oath Titan,creature,"The Oath Titan — nibiru mini-boss, tank overlord pose. Abilities: Oath quake; Chain bind; Vow scream. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1276695876,1,cre_the_oath_titan.png,,,,
cre_fire_sapper,Fire Sapper,creature,"Fire Sapper — earth specialist, exploder pose. Abilities: Fire charge; Oil burst. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,972279250,1,cre_fire_sapper.png,,,,
cre_collapse_worker,Collapse Worker,creature,"Collapse Worker — earth specialist, terrain manipulator pose. Abilities: Wall collapse; Rockfall strike. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1064221957,1,cre_collapse_worker.png,,,,
cre_plague_drummer,Plague Drummer,creature,"Plague Drummer — earth specialist (hybrid), support/debuff pose. Abilities: Drum curse; Plague beat aura. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,2111834665,1,cre_plague_drummer.png,,,,
cre_ember_masker,Ember Masker,creature,"Ember Masker — earth specialist (hybrid), fire illusionist pose. Abilities: Mask flame; Ember clone. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1044277588,1,cre_ember_masker.png,,,,
cre_soul_drinker,Soul Drinker,creature,"Soul Drinker — earth specialist (hybrid), drainer pose. Abilities: Soul siphon; Fear wave. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,213289405,1,cre_soul_drinker.png,,,,
cre_glass_weaver,Glass Weaver,creature,"Glass Weaver — earth specialist (hybrid), controller pose. Abilities: Glass spike volley; Mirror shield. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1864280311,1,cre_glass_weaver.png,,,,
cre_tomb_scrivener,Tomb Scrivener,creature,"Tomb Scrivener — earth specialist (hybrid), debuff caster pose. Abilities: Death mark glyph; Grave curse. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1547070811,1,cre_tomb_scrivener.png,,,,
cre_shadow_binder,Shadow Binder,creature,"Shadow Binder — earth advanced specialist, controller caster pose. Abilities: Shadow bind; Void grasp. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1391936707,1,cre_shadow_binder.png,,,,
cre_idol_puppeteer,Idol Puppeteer,creature,"Idol Puppeteer — earth advanced specialist, summoner/controller pose. Abilities: Animate idol puppets; Bind allies. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,2011588981,1,cre_idol_puppeteer.png,,,,
cre_sand_oracle,Sand Oracle,creature,"Sand Oracle — earth advanced specialist, debuff seer pose. Abilities: Blind sand vision; Foresight dodge. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,23578037,1,cre_sand_oracle.png,,,,
cre_blood_plucker,Blood Plucker,creature,"Blood Plucker — earth advanced specialist, assassin caster pose. Abilities: Blood drain; Talon strike. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1408209320,1,cre_blood_plucker.png,,,,
cre_furnace_caller,Furnace Caller,creature,"Furnace Caller — earth advanced specialist, fire summoner pose. Abilities: Summon fire spirits; Ember blast. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1239157730,1,cre_furnace_caller.png,,,,
cre_bone_binder,Bone Binder,creature,"Bone Binder — mars summoner, necro-summoner pose. Abilities: Skeleton summon; Bone lash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,826959835,1,cre_bone_binder.png,,,,
cre_ash_idolator,Ash Idolator,creature,"Ash Idolator — mars summoner, idol summoner pose. Abilities: Idol summon; Ash wave. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1185048767,1,cre_ash_idolator.png,,,,
cre_crimson_caller,Crimson Caller,creature,"Crimson Caller — mars summoner, beast summoner pose. Abilities: Beast call; Frenzy aura. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,557454404,1,cre_crimson_caller.png,,,,
cre_ash_mechanist,Ash Mechanist,creature,"Ash Mechanist — mars engineer, artificer pose. Abilities: Gear slam; Ash drone. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,209278236,1,cre_ash_mechanist.png,,,,
cre_bone_artificer,Bone Artificer,creature,"Bone Artificer — mars engineer, necro-engineer pose. Abilities: Bone drone; Corpse lash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,2145850261,1,cre_bone_artificer.png,,,,
cre_sand_tinker,Sand Tinker,creature,"Sand Tinker — mars engineer, trap setter pose. Abilities: Trap field; Sand mines. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1118344848,1,cre_sand_tinker.png,,,,
cre_ash_weaver,Ash Weaver,creature,"Ash Weaver — mars hybrid specialist, support caster pose. Abilities: Flame ward; Ash wave. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,2025410260,1,cre_ash_weaver.png,,,,
cre_blood_sculptor,Blood Sculptor,creature,"Blood Sculptor — mars hybrid specialist, necro-hybrid pose. Abilities: Flesh summon; Bleed strike. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,33344390,1,cre_blood_sculptor.png,,,,
cre_sand_mystic,Sand Mystic,creature,"Sand Mystic — mars hybrid specialist, support caster pose. Abilities: Sand blast; Crystal shield. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,660198493,1,cre_sand_mystic.png,,,,
cre_crimson_binder,Crimson Binder,creature,"Crimson Binder — mars hybrid specialist, controller pose. Abilities: Chain bind; Blood lash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1071717274,1,cre_crimson_binder.png,,,,
cre_bone_harvester,Bone Harvester,creature,"Bone Harvester — mars hybrid specialist, drainer pose. Abilities: Soul reap; Bone slash. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1974120959,1,cre_bone_harvester.png,,,,
cre_ash_dreamer,Ash Dreamer,creature,"Ash Dreamer — mars advanced specialist, sleep caster pose. Abilities: Dream curse; Ash sleep. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,274875291,1,cre_ash_dreamer.png,,,,
cre_crimson_scribe,Crimson Scribe,creature,"Crimson Scribe — mars advanced specialist, caster pose. Abilities: Blood glyph; Crimson scroll. Centered square creature portrait with clean headroom for circular crop; Mesopotamian ruin hints, shard/cuneiform accents; painterly, soft rim light, neutral background","text, watermark, logo, extra limbs, lowres, blurry, cropped head, skewed face, bad anatomy, deformed hands",Leonardo Vision XL,1024,1024,9,1095066663,1,cre_crimson_scribe.png,,,,
