card_id,card_name,card_family,owner_faction,confidence,top_margin,score_BorderstoneGuild,score_FloodbornPact,score_SkyloomTemple,score_UnderwellKeepers,score_Fateforge,legacy_race,race_suggest,race_purity,race_total,token_suggest,token_best_purity,token_evidence,review_outcome,recommended_faction,review_notes
137,Blood Arena Lord King,Boss,Fateforge,low,1,0,0,0,0,1,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
138,Blade Dancer Lord,Boss,Fateforge,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
153,Warden of Chains,Boss,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
154,Void Serpent,Boss,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
155,Void Horror King,Boss,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
156,Sandstorm Avatar,Boss,SkyloomTemple,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
157,Sand Serpent,Boss,UnderwellKeepers,low,0,0,0,0,0,0,Wyrmling,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
159,Prophet of Eclipse,Boss,UnderwellKeepers,low,0,0,0,0,0,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
160,Obelisk Avatar,Boss,UnderwellKeepers,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
170,Crimson Prophet King,Boss,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
173,Canyon Titan,Boss,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
261,Rook,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
267,Etana,Character,BorderstoneGuild,low,0,0,0,0,0,0,Myriad,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
272,Void Centipede,Character,SkyloomTemple,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
274,Scaled Vulture,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
275,Sandstorm Prophet,Character,SkyloomTemple,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
276,Sandstorm Khan,Character,BorderstoneGuild,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
278,Sand Raider,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
281,Rune Swordsman,Character,FloodbornPact,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
282,Rune Spider,Character,SkyloomTemple,low,0,0,0,0,0,0,Wyrmling,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
283,Rune Jackal,Character,Fateforge,low,0,0,0,0,0,0,Sludgine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
286,Rock Breaker,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
288,Red Scarab,Character,FloodbornPact,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
289,Red Rat,Character,SkyloomTemple,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
291,Red Khan,Character,UnderwellKeepers,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
293,Pit Thrall,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
296,Obsidian Axe,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
297,Obelisk Guard,Character,UnderwellKeepers,low,0,0,0,0,0,0,Myriad,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
301,Maskless Fighter,Character,FloodbornPact,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
302,Masked Warlord,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
304,Masked Champion,Character,Fateforge,low,0,0,0,0,0,0,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
305,Lattice Spearman,Character,BorderstoneGuild,low,0,0,0,0,0,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
306,Lattice Guard,Character,FloodbornPact,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
313,Golden Scarab,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
314,Golden Rat,Character,BorderstoneGuild,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
328,Dune Rider,Character,FloodbornPact,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
329,Dune Hyena,Character,SkyloomTemple,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
340,Crimson Gladiator,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
341,Crimson Duelmaster,Character,UnderwellKeepers,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
344,Cliff Raider,Character,UnderwellKeepers,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
345,Cinder Jackal,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
348,Chain Hierophant,Character,UnderwellKeepers,low,0,0,0,0,0,0,Serpentid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
351,Carrion Stalker,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
356,Canyon King,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
357,Bronze Pitlord,Character,BorderstoneGuild,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
358,Bronze Overseer,Character,FloodbornPact,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
361,Bone Tick,Character,UnderwellKeepers,low,1,0,0,0,1,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
364,Bone Horror,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
365,Bone Gladiator,Character,BorderstoneGuild,low,1,2,0,0,1,0,Beetline,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
366,Bone Colossus,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
367,Bone Chieftain,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
369,Blood Oracle,Character,SkyloomTemple,low,0,0,0,1,0,1,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
370,Blood Matron,Character,Fateforge,low,1,0,0,0,0,1,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
385,Arena Juggernaut,Character,Fateforge,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
388,Void King,Character,SkyloomTemple,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
389,Void Inquisitor,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
391,Void Exarch,Character,SkyloomTemple,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
392,Void Devourer,Character,SkyloomTemple,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
393,Void Centurion,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
395,Skullcrusher,Character,SkyloomTemple,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
398,Shadow Hulk,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
400,Rune Pontiff,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
403,Rune Exarch,Character,SkyloomTemple,low,0,0,0,0,0,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
406,Pit Enforcer,Character,BorderstoneGuild,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
407,Pit Beastmaster,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
408,Obsidian Berserker,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
409,Obelisk Warden,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
418,Ink-Tongue,Character,BorderstoneGuild,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
420,Hollow Bishop,Character,UnderwellKeepers,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
430,Golden Strategos,Character,UnderwellKeepers,low,0,0,0,0,0,0,Spidrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
432,Gold-Mask Captain,Character,FloodbornPact,low,0,0,0,0,0,0,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
434,Gleam Sorcerer,Character,Fateforge,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
448,Choir of Bone,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
449,Chainfighter,Character,SkyloomTemple,low,0,0,0,0,0,0,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
450,Chained Seer,Character,UnderwellKeepers,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
452,Chain Pontiff,Character,FloodbornPact,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
453,Canyon Marauder King,Character,FloodbornPact,low,0,0,0,0,0,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
454,Bonebreaker,Character,UnderwellKeepers,low,1,0,0,0,1,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
457,Bloodspiller,Character,Fateforge,low,1,0,0,0,0,1,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
459,Blood Hierophant,Character,Fateforge,low,1,0,0,0,0,1,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
460,Blood Arena Lord,Character,Fateforge,low,1,0,0,0,0,1,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
471,Void Scribe,Character,SkyloomTemple,low,1,0,0,1,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
473,Void Chemist,Character,FloodbornPact,low,1,0,1,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
475,Viscera Sculptor,Character,SkyloomTemple,low,0,0,0,0,0,0,Sludgine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
477,Venom Alchemist,Character,FloodbornPact,low,1,0,1,0,0,0,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
478,Tablet Keeper,Character,FloodbornPact,low,0,0,0,0,0,0,Spidrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
479,Sporebrewer,Character,SkyloomTemple,low,0,0,0,0,0,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
481,Smoke Weaver,Character,FloodbornPact,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
483,Shadow Puppeteer,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
484,Sand Tinker,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
485,Sand Prophetess,Character,BorderstoneGuild,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
487,Sand Alchemist,Character,FloodbornPact,low,1,0,1,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
488,Rune Mystic,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
489,Rune Mechanist,Character,SkyloomTemple,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
494,Idol Worshipper,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
495,Idol Mechanist,Character,Fateforge,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
499,Geas Weaver,Character,BorderstoneGuild,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
500,Flesh Weaver,Character,UnderwellKeepers,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
504,Eclipse Visionary,Character,SkyloomTemple,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
505,Eclipse Summoner,Character,UnderwellKeepers,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
508,Dream Warden,Character,UnderwellKeepers,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
510,Cuneiform Savant,Character,UnderwellKeepers,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
516,Crimson Visionary,Character,FloodbornPact,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
518,Crimson Scribe,Character,BorderstoneGuild,low,1,2,0,1,0,0,Beetline,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
524,Bone Harvester,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
525,Bone Conductor,Character,UnderwellKeepers,low,1,0,0,0,1,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
